PlayerID,Age,Gender,Location,GameGenre,GameDifficulty,PlayTimeHours,InGamePurchases,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,HrsPerSession,churned
9113,29,Female,USA,Simulation,Medium,23.69,0,3,51,72,44,Low,7.9,1
9114,43,Female,USA,Simulation,Easy,23.17,0,14,96,42,47,High,1.65,0
9115,27,Male,USA,Strategy,Hard,6.55,0,18,111,34,9,High,0.36,0
9116,46,Female,Asia,Action,Medium,10.83,0,12,142,24,18,High,0.9,0
9117,21,Female,USA,Action,Easy,20.28,1,17,142,12,20,High,1.19,0
9118,36,Male,Asia,RPG,Easy,7.25,0,3,69,52,14,Low,2.42,1
9119,42,Male,Other,RPG,Medium,10.78,0,7,154,23,19,Medium,1.54,0
9120,16,Female,USA,Action,Easy,4.62,1,17,149,48,14,High,0.27,0
9121,20,Female,USA,Strategy,Medium,11.93,0,11,75,69,25,Medium,1.08,0
9122,42,Male,Asia,RPG,Hard,6.57,0,15,17,19,43,Low,0.44,1
9123,42,Male,USA,Action,Medium,2.73,0,17,62,77,35,Medium,0.16,0
9124,34,Female,USA,Strategy,Medium,16.59,0,13,124,35,43,High,1.28,0
9125,44,Female,USA,RPG,Medium,8.58,0,11,34,8,11,Medium,0.78,0
9126,25,Female,USA,RPG,Medium,12.76,0,7,108,76,1,Medium,1.82,0
9127,42,Female,Asia,Action,Easy,13.3,0,19,157,85,7,High,0.7,0
9128,39,Female,Europe,RPG,Easy,14.17,0,15,108,49,32,High,0.94,0
9129,47,Female,USA,Strategy,Easy,18.49,0,2,65,92,45,Medium,9.25,0
9130,15,Female,Europe,Action,Hard,17.22,1,5,94,76,14,Medium,3.44,0
9131,41,Female,USA,Strategy,Medium,18.22,0,1,70,5,43,Low,18.22,1
9132,27,Male,USA,RPG,Medium,19.49,0,16,154,13,27,High,1.22,0
9133,17,Female,Europe,Strategy,Medium,9.48,0,7,78,54,36,Medium,1.35,0
9134,20,Male,Europe,Sports,Easy,19.05,0,18,14,49,5,Low,1.06,1
9135,22,Male,USA,Simulation,Hard,8.61,1,13,21,58,19,Low,0.66,1
9136,41,Male,Asia,RPG,Easy,9.99,0,1,124,15,24,Low,9.99,1
9137,23,Male,Asia,Sports,Easy,21.66,0,7,45,45,42,Medium,3.09,0
9138,47,Male,Other,Simulation,Medium,16.21,0,6,62,96,40,Medium,2.7,0
9139,38,Female,Europe,Action,Medium,5.99,1,7,43,72,16,Medium,0.86,0
9140,29,Female,USA,Simulation,Easy,15.97,0,1,69,81,14,Low,15.97,1
9141,46,Female,Asia,Action,Easy,3.68,0,19,42,64,31,Medium,0.19,0
9142,46,Female,USA,Sports,Hard,6.25,1,8,103,54,36,Medium,0.78,0
9143,38,Male,USA,Simulation,Hard,1.35,1,3,124,82,4,Medium,0.45,0
9144,26,Male,Asia,RPG,Hard,16.33,1,16,52,87,2,Medium,1.02,0
9145,16,Male,Other,Sports,Easy,22.76,1,12,132,4,4,High,1.9,0
9146,17,Male,USA,Simulation,Easy,22.4,0,17,105,60,37,High,1.32,0
9147,31,Female,USA,Strategy,Easy,19.39,0,11,27,23,13,Low,1.76,1
9148,16,Male,Europe,Strategy,Hard,3.84,0,3,159,8,44,Low,1.28,1
9149,16,Male,Other,Action,Easy,20.26,0,9,19,95,31,Medium,2.25,0
9150,42,Male,Europe,Sports,Hard,0.07,0,18,117,40,0,High,0.0,0
9151,37,Male,Asia,Strategy,Easy,21.99,0,9,138,13,19,Medium,2.44,0
9152,46,Male,Other,Simulation,Hard,16.9,0,0,140,95,46,Low,,1
9153,47,Female,Europe,RPG,Hard,4.2,1,19,70,49,44,High,0.22,0
9154,15,Male,Asia,Action,Easy,13.54,0,8,39,45,45,Medium,1.69,0
9155,33,Male,Europe,Simulation,Easy,15.05,0,11,92,39,43,Medium,1.37,0
9156,16,Male,Europe,Action,Easy,6.44,0,9,50,82,18,Medium,0.72,0
9157,40,Female,Europe,Strategy,Medium,20.43,0,3,138,36,30,Medium,6.81,0
9158,46,Male,Europe,Sports,Medium,12.31,1,11,179,91,4,High,1.12,0
9159,20,Male,Europe,RPG,Hard,13.55,1,12,135,66,49,High,1.13,0
9160,46,Male,Europe,Strategy,Easy,21.27,0,18,164,26,41,High,1.18,0
9161,18,Female,Europe,Sports,Easy,15.71,0,11,90,2,5,Medium,1.43,0
9162,25,Female,USA,RPG,Easy,14.16,0,8,110,33,28,Medium,1.77,0
9163,31,Male,Europe,Sports,Hard,3.02,0,12,103,80,13,High,0.25,0
9164,38,Female,USA,Strategy,Medium,13.0,0,0,146,4,13,Low,,1
9165,19,Male,USA,RPG,Medium,21.93,1,10,30,55,9,Low,2.19,1
9166,48,Male,Asia,Simulation,Medium,14.56,0,15,133,32,25,High,0.97,0
9167,20,Male,USA,Strategy,Hard,6.83,0,4,166,81,31,Medium,1.71,0
9168,36,Male,Europe,Action,Easy,19.89,0,11,142,61,48,High,1.81,0
9169,25,Female,Asia,RPG,Medium,10.42,0,13,102,7,40,Medium,0.8,0
9170,30,Female,Europe,Sports,Easy,1.9,0,5,144,79,13,Medium,0.38,0
9171,47,Male,USA,Strategy,Medium,11.6,0,15,67,83,27,Medium,0.77,0
9172,23,Male,USA,Sports,Medium,18.28,1,9,105,56,39,Medium,2.03,0
9173,20,Male,USA,Simulation,Medium,22.04,0,4,98,67,26,Medium,5.51,0
9174,30,Male,USA,Sports,Medium,15.95,0,14,89,67,14,Medium,1.14,0
9175,43,Female,USA,Strategy,Medium,20.13,0,3,80,5,41,Low,6.71,1
9176,17,Female,Europe,RPG,Easy,17.99,1,6,24,49,1,Low,3.0,1
9177,34,Female,USA,Strategy,Easy,4.37,1,16,31,20,20,Medium,0.27,0
9178,33,Male,Other,Action,Hard,23.62,0,19,105,3,37,High,1.24,0
9179,40,Female,Europe,Action,Easy,1.35,0,16,47,61,7,Medium,0.08,0
9180,17,Male,Europe,Sports,Easy,6.57,0,18,20,23,19,Medium,0.37,0
9181,33,Female,Europe,Sports,Easy,18.32,0,6,149,16,17,Medium,3.05,0
9182,34,Male,Europe,Strategy,Easy,3.22,0,13,50,10,2,Medium,0.25,0
9183,46,Male,Europe,Sports,Easy,13.63,0,14,10,64,39,Low,0.97,1
9184,21,Male,Asia,Sports,Easy,15.14,0,9,116,62,3,Medium,1.68,0
9185,47,Male,Asia,Sports,Easy,16.5,0,15,152,36,5,High,1.1,0
9186,32,Female,Europe,RPG,Medium,3.86,0,14,128,79,24,High,0.28,0
9187,15,Female,Other,Action,Hard,4.98,1,16,65,74,23,Medium,0.31,0
9188,25,Female,Europe,RPG,Easy,2.97,0,1,71,49,48,Low,2.97,1
9189,42,Male,USA,Strategy,Easy,4.11,0,12,90,67,35,Medium,0.34,0
9190,39,Male,USA,Simulation,Medium,19.99,0,16,151,64,36,High,1.25,0
9191,37,Female,USA,Action,Easy,2.73,0,4,121,14,11,Medium,0.68,0
9192,45,Female,Other,Strategy,Easy,9.63,1,5,48,84,15,Low,1.93,1
9193,44,Male,USA,Sports,Easy,0.37,1,19,55,29,30,Medium,0.02,0
9194,49,Female,USA,Simulation,Hard,18.33,0,9,45,68,49,Medium,2.04,0
9195,21,Female,Asia,Simulation,Medium,22.97,0,10,111,52,23,Medium,2.3,0
9196,30,Female,USA,Simulation,Easy,7.18,1,2,12,62,40,Low,3.59,1
9197,40,Male,USA,RPG,Hard,7.32,1,6,36,39,24,Low,1.22,1
9198,16,Female,Asia,Strategy,Easy,13.77,1,14,102,54,44,High,0.98,0
9199,15,Male,Europe,RPG,Medium,3.15,0,3,57,50,14,Low,1.05,1
9200,26,Female,Europe,RPG,Hard,14.45,0,5,175,75,7,Medium,2.89,0
9201,19,Male,USA,Action,Easy,13.21,0,13,14,71,48,High,1.02,0
9202,46,Female,Europe,RPG,Easy,9.58,0,16,84,26,29,Medium,0.6,0
9203,23,Female,Asia,Sports,Medium,16.82,0,5,88,55,39,Medium,3.36,0
9204,49,Male,Asia,Simulation,Easy,13.05,0,14,159,45,28,High,0.93,0
9205,33,Female,Europe,Strategy,Easy,20.26,0,12,125,54,26,High,1.69,0
9206,30,Male,USA,RPG,Easy,17.45,0,1,74,26,15,Low,17.45,1
9207,17,Male,Asia,Strategy,Easy,13.93,0,10,103,94,8,Medium,1.39,0
9208,34,Male,Europe,Action,Easy,7.61,0,3,33,10,35,Low,2.54,1
9209,38,Male,Asia,Simulation,Medium,0.69,1,7,60,44,1,Medium,0.1,0
9210,47,Female,USA,Action,Easy,8.91,0,8,20,68,12,Low,1.11,1
9211,38,Male,Europe,RPG,Medium,18.55,0,2,93,30,20,Low,9.28,1
9212,25,Female,Other,Strategy,Easy,21.39,0,15,166,12,42,High,1.43,0
9213,22,Male,USA,Action,Easy,20.42,0,8,91,87,34,Medium,2.55,0
9214,34,Female,Other,Simulation,Medium,8.87,1,1,168,47,23,Low,8.87,1
9215,49,Male,USA,RPG,Easy,0.72,0,19,32,72,26,Medium,0.04,0
9216,39,Male,Europe,RPG,Easy,22.5,1,18,109,92,28,High,1.25,0
9217,49,Female,Asia,Simulation,Easy,16.41,0,14,118,85,21,High,1.17,0
9218,39,Male,USA,Action,Easy,11.51,0,9,76,25,4,Medium,1.28,0
9219,43,Female,Asia,Strategy,Easy,18.68,0,4,169,78,5,Medium,4.67,0
9220,32,Male,USA,Simulation,Easy,2.15,0,6,172,33,43,Medium,0.36,0
9221,32,Male,Europe,Action,Medium,2.09,0,18,179,42,3,High,0.12,0
9222,16,Female,Asia,Sports,Medium,16.97,0,10,138,90,8,Medium,1.7,0
9223,49,Female,USA,Action,Easy,1.62,0,17,27,33,38,Medium,0.1,0
9224,30,Male,USA,Action,Medium,1.18,0,4,170,45,20,Medium,0.29,0
9225,47,Female,Other,Sports,Easy,17.29,0,14,150,50,30,High,1.23,0
9226,18,Male,Asia,Simulation,Easy,17.79,0,3,118,61,45,Medium,5.93,0
9227,47,Male,Asia,Simulation,Medium,9.91,0,1,82,14,48,Low,9.91,1
9228,28,Male,Europe,Action,Easy,9.4,0,2,121,82,19,Low,4.7,1
9229,35,Female,Asia,Sports,Easy,10.61,0,19,164,61,47,High,0.56,0
9230,34,Male,Other,Strategy,Easy,8.86,0,15,70,26,29,Medium,0.59,0
9231,22,Male,Europe,Action,Easy,10.71,0,1,140,81,30,Low,10.71,1
9232,21,Female,Asia,Strategy,Medium,4.45,0,0,146,58,37,Low,,1
9233,17,Male,USA,RPG,Easy,14.02,1,11,23,4,7,Low,1.27,1
9234,31,Male,Europe,Simulation,Easy,12.41,1,11,87,88,34,Medium,1.13,0
9235,47,Male,USA,Action,Easy,15.97,0,4,76,69,43,Medium,3.99,0
9236,26,Male,Europe,Action,Easy,4.38,0,3,68,5,2,Low,1.46,1
9237,36,Male,USA,Sports,Hard,2.13,1,2,71,91,13,Low,1.07,1
9238,36,Male,USA,Sports,Easy,19.35,0,13,160,3,0,High,1.49,0
9239,44,Male,USA,RPG,Hard,21.7,0,15,101,24,7,Medium,1.45,0
9240,22,Male,Europe,Sports,Hard,4.13,0,1,122,90,42,Medium,4.13,0
9241,41,Female,Europe,Strategy,Easy,9.98,1,12,61,88,42,Medium,0.83,0
9242,41,Female,USA,Sports,Hard,17.4,0,1,26,42,24,Low,17.4,1
9243,48,Female,Other,Sports,Easy,12.59,0,18,79,52,1,Medium,0.7,0
9244,35,Male,USA,Action,Easy,13.61,0,10,65,96,15,Medium,1.36,0
9245,44,Male,Asia,Sports,Medium,8.21,0,10,63,54,20,Medium,0.82,0
9246,47,Female,USA,Action,Medium,2.88,0,10,36,6,27,Medium,0.29,0
9247,42,Female,USA,Strategy,Easy,23.05,1,11,144,49,41,High,2.1,0
9248,47,Male,USA,RPG,Hard,17.84,0,3,88,56,41,Medium,5.95,0
9249,19,Male,Other,RPG,Medium,7.7,1,2,159,17,32,Medium,3.85,0
9250,33,Female,Asia,Action,Easy,17.15,0,3,57,62,9,Low,5.72,1
9251,18,Male,USA,RPG,Medium,9.38,0,1,95,40,32,Low,9.38,1
9252,49,Male,USA,Sports,Medium,4.68,0,0,75,7,36,Medium,,0
9253,31,Male,Europe,Simulation,Easy,16.27,0,17,52,94,9,Medium,0.96,0
9254,42,Female,USA,Simulation,Easy,9.85,0,7,107,96,26,Medium,1.41,0
9255,44,Female,Other,Simulation,Easy,2.76,1,17,174,82,2,Low,0.16,1
9256,43,Female,Asia,Simulation,Hard,8.01,0,19,33,92,15,Medium,0.42,0
9257,20,Female,Asia,Sports,Hard,9.38,0,5,68,15,43,Medium,1.88,0
9258,49,Male,USA,Strategy,Easy,9.29,1,9,42,68,14,Medium,1.03,0
9259,38,Female,USA,Strategy,Easy,13.72,0,15,165,71,8,High,0.91,0
9260,43,Male,Other,RPG,Medium,10.48,1,12,10,56,38,Low,0.87,1
9261,45,Male,Europe,Sports,Medium,17.77,1,18,66,47,0,Medium,0.99,0
9262,49,Female,Europe,RPG,Medium,14.95,0,17,65,5,47,Medium,0.88,0
9263,47,Male,Europe,RPG,Easy,12.58,0,9,140,7,36,Low,1.4,1
9264,35,Male,USA,Strategy,Hard,18.29,0,11,56,63,9,Medium,1.66,0
9265,46,Female,Asia,Simulation,Medium,22.36,0,4,28,28,35,Low,5.59,1
9266,37,Female,Other,Action,Easy,5.39,1,6,104,76,18,Medium,0.9,0
9267,47,Male,USA,Sports,Medium,18.98,0,17,14,93,36,Medium,1.12,0
9268,17,Male,USA,Simulation,Medium,10.34,0,0,60,25,32,Low,,1
9269,32,Male,USA,RPG,Medium,13.61,0,17,44,71,37,Medium,0.8,0
9270,39,Female,USA,Action,Medium,19.72,0,17,57,47,33,Medium,1.16,0
9271,45,Male,USA,Simulation,Easy,13.34,1,0,121,20,26,Low,,1
9272,17,Female,USA,Strategy,Medium,4.37,0,2,93,77,7,Low,2.19,1
9273,38,Male,USA,Sports,Medium,23.46,0,0,146,48,27,Low,,1
9274,46,Male,Europe,Strategy,Easy,20.18,1,8,92,95,49,Medium,2.52,0
9275,36,Male,Asia,RPG,Easy,2.52,0,2,146,3,34,Low,1.26,1
9276,37,Male,Other,RPG,Easy,4.11,1,2,14,69,38,Low,2.05,1
9277,16,Female,USA,Simulation,Medium,8.45,0,10,127,77,37,High,0.85,0
9278,41,Female,Europe,RPG,Easy,11.36,0,10,87,77,38,Medium,1.14,0
9279,16,Male,Europe,Action,Easy,3.9,0,0,24,50,36,Low,,1
9280,40,Male,Europe,Action,Hard,10.77,1,1,145,60,25,High,10.77,0
9281,31,Female,Asia,RPG,Easy,10.72,0,5,158,66,29,Medium,2.14,0
9282,47,Male,USA,Simulation,Hard,6.16,0,7,162,91,11,Medium,0.88,0
9283,23,Female,USA,Action,Easy,3.54,1,14,12,75,43,Medium,0.25,0
9284,43,Male,USA,Sports,Easy,3.84,0,2,179,1,38,Medium,1.92,0
9285,40,Male,USA,Simulation,Easy,19.94,1,10,101,11,39,High,1.99,0
9286,49,Male,Europe,Simulation,Easy,19.09,0,8,87,13,28,Medium,2.39,0
9287,39,Male,USA,Action,Easy,0.47,0,7,146,39,19,Medium,0.07,0
9288,38,Male,USA,RPG,Hard,5.21,1,6,59,30,7,Medium,0.87,0
9289,27,Female,USA,Strategy,Easy,0.67,0,16,124,7,45,High,0.04,0
9290,21,Male,USA,Sports,Medium,3.29,0,1,45,89,43,Low,3.29,1
9291,34,Male,USA,Strategy,Hard,1.86,0,4,20,19,19,Low,0.47,1
9292,15,Male,Europe,Simulation,Hard,18.3,0,12,56,80,46,Medium,1.52,0
9293,22,Female,USA,Action,Hard,8.55,0,16,71,22,1,Medium,0.53,0
9294,30,Female,Other,RPG,Easy,16.82,0,2,44,75,24,Low,8.41,1
9295,28,Female,USA,Simulation,Easy,12.92,0,17,82,68,31,High,0.76,0
9296,26,Male,USA,Sports,Easy,5.9,0,11,55,44,1,Medium,0.54,0
9297,37,Female,USA,Simulation,Easy,11.93,1,12,79,40,5,Medium,0.99,0
9298,29,Female,Europe,Sports,Easy,5.57,0,11,107,93,46,Medium,0.51,0
9299,42,Male,Europe,RPG,Hard,8.24,0,18,107,76,8,High,0.46,0
9300,48,Male,Other,Sports,Easy,21.14,0,12,178,39,39,High,1.76,0
9301,16,Female,USA,Sports,Medium,19.57,0,13,45,83,27,Medium,1.51,0
9302,46,Male,USA,Action,Medium,10.51,0,9,108,83,48,Medium,1.17,0
9303,37,Male,Asia,RPG,Medium,4.02,1,15,70,24,36,Medium,0.27,0
9304,36,Male,Asia,Simulation,Easy,3.82,0,19,43,11,25,Medium,0.2,0
9305,39,Male,USA,Simulation,Medium,15.61,0,0,158,7,48,Low,,1
9306,36,Male,Asia,RPG,Hard,11.87,1,2,86,97,11,Low,5.94,1
9307,36,Female,Europe,Strategy,Medium,12.82,0,7,156,81,34,Medium,1.83,0
9308,20,Female,USA,RPG,Medium,1.82,0,6,168,52,30,Medium,0.3,0
9309,29,Male,USA,RPG,Easy,9.1,1,12,28,7,1,Low,0.76,1
9310,47,Male,Europe,Sports,Easy,8.9,1,5,46,81,38,Medium,1.78,0
9311,22,Female,Asia,Sports,Easy,6.46,0,0,133,68,32,Low,,1
9312,19,Female,USA,Sports,Easy,18.13,0,5,64,25,7,Low,3.63,1
9313,18,Male,USA,Simulation,Easy,3.21,1,6,83,14,47,Medium,0.54,0
9314,20,Female,USA,Action,Easy,18.92,0,2,64,54,25,Low,9.46,1
9315,46,Female,Asia,Strategy,Easy,2.08,0,16,77,69,32,Medium,0.13,0
9316,44,Male,USA,Sports,Medium,3.74,0,8,125,12,46,Medium,0.47,0
9317,49,Male,Europe,Strategy,Hard,12.63,0,10,69,53,6,Medium,1.26,0
9318,30,Male,Asia,Strategy,Medium,13.87,0,6,79,38,17,Medium,2.31,0
9319,27,Female,Asia,Action,Medium,23.22,1,0,39,94,36,Low,,1
9320,44,Male,Europe,Action,Hard,14.55,0,6,160,77,48,Medium,2.42,0
9321,33,Male,Europe,Simulation,Easy,13.53,0,12,21,75,6,Low,1.13,1
